cveId,dateReported,vulnerabilityType,language,fixes,severity,component
CVE-2016-3925,2016-10-10,Denial of Service Vulnerability,java,"[{'commitId': 'c2905409c20c8692d4396b8531b09e7ec81fa3fb', 'patchUrl': 'https://android.googlesource.com/platform/frameworks/opt/net/wifi/+/c2905409c20c8692d4396b8531b09e7ec81fa3fb'}]",Moderate,Wi-Fi
CVE-2018-9537,2018-11-14,Elevation of Privilege Vulnerability,c,"[{'commitId': '61381bd0f4bc012876ccf4b63eafddd2d60c35c9', 'patchUrl': 'https://android.googlesource.com/platform/external/aac/+/61381bd0f4bc012876ccf4b63eafddd2d60c35c9'}]",Critical,Media Framework
CVE-2020-0409,2020-11-10,Elevation of Privilege Vulnerability,c,"[{'commitId': 'bff51b88aaf96279c58edb812be0bda2fcaf4967', 'patchUrl': 'https://android.googlesource.com/platform/system/core/+/bff51b88aaf96279c58edb812be0bda2fcaf4967'}]",High,Android runtime
CVE-2015-6621,2015-09-07,Elevation of Privilege Vulnerability,java,"[{'commitId': 'e70e8ac93807c51240b2cd9afed35bf454ea00b3', 'patchUrl': 'https://android.googlesource.com/platform%2Fframeworks%2Fbase/+/e70e8ac93807c51240b2cd9afed35bf454ea00b3'}]",High,SystemUI
CVE-2019-2019,2019-06-19,Information Disclosure Vulnerability,c,"[{'commitId': 'fcc33ffcbc7552399c6290b5554e2ad7bdce40c6', 'patchUrl': 'https://android.googlesource.com/platform/system/nfc/+/fcc33ffcbc7552399c6290b5554e2ad7bdce40c6'}]",High,System
CVE-2016-0827,2015-12-28,Elevation of Privilege Vulnerability,c,"[{'commitId': '9e29523b9537983b4c4b205ff868d0b3bca0383b', 'patchUrl': 'https://android.googlesource.com/platform/frameworks/av/+/9e29523b9537983b4c4b205ff868d0b3bca0383b'}]",High,Mediaserver
CVE-2017-0753,2017-09-08,Remote Code Execution Vulnerability,unknown,"[{'commitId': 'c0218b536c4243993bb666910d888cf16191dfd1', 'patchUrl': 'https://android.googlesource.com/platform/manifest/+/c0218b536c4243993bb666910d888cf16191dfd1'}]",High,Libraries
CVE-2019-2222,2019-12-06,Remote Code Execution Vulnerability,c,"[{'commitId': '70940fbabd4493ee8d22f8e800f905dfa22e21bf', 'patchUrl': 'https://android.googlesource.com/platform/external/libhevc/+/70940fbabd4493ee8d22f8e800f905dfa22e21bf'}]",Moderate,Media Framework
CVE-2016-0718,2016-05-10,Remote Code Execution Vulnerability,c,"[{'commitId': '52ac633b73856ded34b33bd4adb4ab793bbbe963', 'patchUrl': 'https://android.googlesource.com/platform/external/expat/+/52ac633b73856ded34b33bd4adb4ab793bbbe963'}]",High,Expat
CVE-2016-3837,2016-08-05,Information Disclosure Vulnerability,c,"[{'commitId': 'a209ff12ba9617c10550678ff93d01fb72a33399', 'patchUrl': 'https://android.googlesource.com/platform/frameworks/opt/net/wifi/+/a209ff12ba9617c10550678ff93d01fb72a33399'}]",Moderate,Wi-Fi
CVE-2015-3862,2015-08-02,Denial of Service Vulnerability,c,"[{'commitId': 'f26400c9d01a0e2f71690d5ebc644270f098d590', 'patchUrl': 'https://android.googlesource.com/platform%2Fframeworks%2Fav/+/f26400c9d01a0e2f71690d5ebc644270f098d590'}]",Low,Mediaserver
CVE-2016-3134,2016-03-09,Elevation of Privilege Vulnerability,c,"[{'commitId': ['54d83fc74aa9ec72794373cb47432c5f7fb1a309'], 'patchUrl': 'http://git.kernel.org/cgit/linux/kernel/git/torvalds/linux.git/commit/?id=54d83fc74aa9ec72794373cb47432c5f7fb1a309'}]",Critical,kernel netfilter subsystem
CVE-2017-13159,2017-12-06,Information Disclosure Vulnerability,java,"[{'commitId': 'b5e93969a5e0c3a3f07e068dbc763cdd995a0e21', 'patchUrl': 'https://android.googlesource.com/platform/packages/apps/Settings/+/b5e93969a5e0c3a3f07e068dbc763cdd995a0e21'}]",High,System
CVE-2016-6766,2016-09-05,Denial of Service Vulnerability,c,"[{'commitId': '0d13824315b0491d44e9c6eb5db06489ab0fcc20', 'patchUrl': 'https://android.googlesource.com/platform/frameworks/av/+/0d13824315b0491d44e9c6eb5db06489ab0fcc20'}]",High,Mediaserver
CVE-2018-9560,2018-12-06,Elevation of Privilege Vulnerability,c,"[{'commitId': '9009da96e00434501d9398bbfbc636902c757632', 'patchUrl': 'https://android.googlesource.com/platform/system/bt/+/9009da96e00434501d9398bbfbc636902c757632'}]",High,System
CVE-2017-0495,2016-12-11,Information Disclosure Vulnerability,c,"[{'commitId': '85c0ec4106659a11c220cd1210f8d76c33d9e2ae', 'patchUrl': 'https://android.googlesource.com/platform/external/libavc/+/85c0ec4106659a11c220cd1210f8d76c33d9e2ae'}]",Moderate,Mediaserver
CVE-2017-0600,2017-02-10,Denial of Service Vulnerability,c,"[{'commitId': '961e5ac5788b52304e64b9a509781beaf5201fb0', 'patchUrl': 'https://android.googlesource.com/platform/frameworks/av/+/961e5ac5788b52304e64b9a509781beaf5201fb0'}]",High,Mediaserver
CVE-2017-13289,2018-04-04,Elevation of Privilege Vulnerability,java,"[{'commitId': '5a3d2708cd2289a4882927c0e2cb0d3c21a99c02', 'patchUrl': 'https://android.googlesource.com/platform/frameworks/base/+/5a3d2708cd2289a4882927c0e2cb0d3c21a99c02'}]",High,System
CVE-2016-0831,2015-11-16,Information Disclosure Vulnerability,java,"[{'commitId': '79eecef63f3ea99688333c19e22813f54d4a31b1', 'patchUrl': 'https://android.googlesource.com/platform/frameworks/opt/telephony/+/79eecef63f3ea99688333c19e22813f54d4a31b1'}]",Moderate,Telephony
CVE-2017-13266,2018-04-04,Remote Code Execution Vulnerability,c,"[{'commitId': '2f2043f18463a5c963c138d24346870b1066e7a6', 'patchUrl': 'https://android.googlesource.com/platform/system/bt/+/2f2043f18463a5c963c138d24346870b1066e7a6'}]",Critical,System
CVE-2017-0745,2017-08-09,Remote Code Execution Vulnerability,c,"[{'commitId': 'b6ec3bbba36a3816a936f1e31984529b875b3618', 'patchUrl': 'https://android.googlesource.com/platform/frameworks/av/+/b6ec3bbba36a3816a936f1e31984529b875b3618'}]",Critical,Media Framework
CVE-2016-6770,2016-07-16,Elevation of Privilege Vulnerability,java,"[{'commitId': '2c61c57ac53cbb270b4e76b9d04465f8a3f6eadc', 'patchUrl': 'https://android.googlesource.com/platform/frameworks/base/+/2c61c57ac53cbb270b4e76b9d04465f8a3f6eadc'}]",Moderate,Framework APIs
CVE-2021-0395,2021-03-10,Elevation of Privilege Vulnerability,c,"[{'commitId': '71bd926bf0cbd8d823507f341cef9b71812afa66', 'patchUrl': 'https://android.googlesource.com/platform/system/core/+/71bd926bf0cbd8d823507f341cef9b71812afa66'}]",High,Android runtime
CVE-2015-3874,2015-10-06,Remote Code Execution Vulnerability,c,"[{'commitId': '8cbef48ba6e3d3f844b895f8ca1a1aee74414fff', 'patchUrl': 'https://android.googlesource.com/platform%2Fexternal%2Fsonivox/+/8cbef48ba6e3d3f844b895f8ca1a1aee74414fff'}, {'commitId': '5d2e7de37d4a28cf25cc5d0c64b3a29c1824dc0a', 'patchUrl': 'https://android.googlesource.com/platform%2Fexternal%2Fsonivox/+/5d2e7de37d4a28cf25cc5d0c64b3a29c1824dc0a'}, {'commitId': 'f333a822c38c3d92f40e8f1686348e6a62c291', 'patchUrl': 'https://android.googlesource.com/platform%2Fexternal%2Fsonivox/+/f333a822c38c3d92f40e8f1686348e6a62c291'}, {'commitId': '8a9f53ee2c661e8b5b94d6e9fbb8af3baa34310d', 'patchUrl': 'https://android.googlesource.com/platform%2Fexternal%2Fsonivox/+/8a9f53ee2c661e8b5b94d6e9fbb8af3baa34310d'}]",Critical,Sonivox
CVE-2016-3821,2016-08-05,Remote Code Execution Vulnerability,c,"[{'commitId': '42a25c46b844518ff0d0b920c20c519e1417be69', 'patchUrl': 'https://android.googlesource.com/platform/frameworks/av/+/42a25c46b844518ff0d0b920c20c519e1417be69'}]",Critical,Mediaserver
CVE-2017-0483,2016-11-24,Denial of Service Vulnerability,c,"[{'commitId': 'bc62c086e9ba7530723dc8874b83159f4d77d976', 'patchUrl': 'https://android.googlesource.com/platform/frameworks/av/+/bc62c086e9ba7530723dc8874b83159f4d77d976'}, {'commitId': '5cabe32a59f9be1e913b6a07a23d4cfa55e3fb2f', 'patchUrl': 'https://android.googlesource.com/platform/frameworks/av/+/5cabe32a59f9be1e913b6a07a23d4cfa55e3fb2f'}]",High,Mediaserver
CVE-2020-0448,2020-11-10,Information Disclosure Vulnerability,java,"[{'commitId': '1938c5be3be49f2652b84a58f1f448d57871e28e', 'patchUrl': 'https://android.googlesource.com/platform/packages/services/Telecomm/+/1938c5be3be49f2652b84a58f1f448d57871e28e'}]",High,System
CVE-2020-0018,2020-02-13,Information Disclosure Vulnerability,c,"[{'commitId': '7fb8682cbf494e3f1d5c79ebfbd9b020e1191679', 'patchUrl': 'https://android.googlesource.com/platform/frameworks/native/+/7fb8682cbf494e3f1d5c79ebfbd9b020e1191679'}]",High,Framework
CVE-2016-3749,2016-07-11,Elevation of Privilege Vulnerability,java,"[{'commitId': 'e83f0f6a5a6f35323f5367f99c8e287c440f33f5', 'patchUrl': 'https://android.googlesource.com/platform/frameworks/base/+/e83f0f6a5a6f35323f5367f99c8e287c440f33f5'}]",High,Lock Settings Service
CVE-2016-2508,2016-05-16,Remote Code Execution Vulnerability,c,"[{'commitId': 'f81038006b4c59a5a148dcad887371206033c28f', 'patchUrl': 'https://android.googlesource.com/platform/frameworks/av/+/f81038006b4c59a5a148dcad887371206033c28f'}, {'commitId': 'd112f7d0c1dbaf0368365885becb11ca8d3f13a4', 'patchUrl': 'https://android.googlesource.com/platform/frameworks/av/+/d112f7d0c1dbaf0368365885becb11ca8d3f13a4'}]",Critical,Mediaserver
CVE-2017-7487,2017-05-14,Elevation of Privilege Vulnerability,c,"[{'commitId': ['ee0d8d8482345ff97a75a7d747efc309f13b0d80'], 'patchUrl': 'http://git.kernel.org/cgit/linux/kernel/git/torvalds/linux.git/commit/?id=ee0d8d8482345ff97a75a7d747efc309f13b0d80'}]",High,Kernel IPX protocol driver
CVE-2017-0712,2017-08-09,Elevation of Privilege Vulnerability,c,"[{'commitId': 'e8beda2579d277fb6b27f1792c4ed45c136ee15a', 'patchUrl': 'https://android.googlesource.com/platform/frameworks/opt/net/wifi/+/e8beda2579d277fb6b27f1792c4ed45c136ee15a'}]",Moderate,Framework
CVE-2017-13231,2018-02-12,Elevation of Privilege Vulnerability,c,"[{'commitId': '16a3cd0b0729bd53265897cf8c790013156e92ce', 'patchUrl': 'https://android.googlesource.com/platform/hardware/interfaces/+/16a3cd0b0729bd53265897cf8c790013156e92ce'}]",High,Media Framework
CVE-2021-0511,2021-06-21,Elevation of Privilege Vulnerability,c,"[{'commitId': '7c7cae75a80eece7cf009ea12da644ea7c893c1d', 'patchUrl': 'https://android.googlesource.com/platform/art/+/7c7cae75a80eece7cf009ea12da644ea7c893c1d'}, {'commitId': '2c4ee9b7ff3a8ce17ba4e0cfd841eb2027d51619', 'patchUrl': 'https://android.googlesource.com/platform/art/+/2c4ee9b7ff3a8ce17ba4e0cfd841eb2027d51619'}, {'commitId': 'c802c3713270b363240dc48409a66c5c35601281', 'patchUrl': 'https://android.googlesource.com/platform/art/+/c802c3713270b363240dc48409a66c5c35601281'}]",High,Android runtime
CVE-2020-0389,2020-09-17,Information Disclosure Vulnerability,java,"[{'commitId': '6ae2bd0e59636254c32896f7f01379d1d704f42d', 'patchUrl': 'https://android.googlesource.com/platform/frameworks/base/+/6ae2bd0e59636254c32896f7f01379d1d704f42d'}]",High,Framework
CVE-2015-3823,2015-05-20,Remote Code Execution Vulnerability,c,"[{'commitId': '407d475b797fdc595299d67151230dc6e3835ccd', 'patchUrl': 'https://android.googlesource.com/platform%2Fframeworks%2Fav/+/407d475b797fdc595299d67151230dc6e3835ccd'}]",Critical,libstagefright
CVE-2016-3876,2016-09-11,Elevation of Privilege Vulnerability,java,"[{'commitId': '91fc934bb2e5ea59929bb2f574de6db9b5100745', 'patchUrl': 'https://android.googlesource.com/platform/frameworks/base/+/91fc934bb2e5ea59929bb2f574de6db9b5100745'}]",High,Settings
CVE-2017-0591,2017-05-12,Remote Code Execution Vulnerability,c,"[{'commitId': '5c3fd5d93a268abb20ff22f26009535b40db3c7d', 'patchUrl': 'https://android.googlesource.com/platform/external/libavc/+/5c3fd5d93a268abb20ff22f26009535b40db3c7d'}]",Critical,Mediaserver
CVE-2018-9521,2018-11-14,Remote Code Execution Vulnerability,c,"[{'commitId': '083263937bfb1623adf6015da7ca3cdc258e0352', 'patchUrl': 'https://android.googlesource.com/platform/frameworks/av/+/083263937bfb1623adf6015da7ca3cdc258e0352'}]",High,Media Framework
CVE-2016-3899,2016-06-16,Denial of Service Vulnerability,c,"[{'commitId': '97837bb6cbac21ea679843a0037779d3834bed64', 'patchUrl': 'https://android.googlesource.com/platform/frameworks/av/+/97837bb6cbac21ea679843a0037779d3834bed64'}]",High,Mediaserver
CVE-2017-0769,2017-09-08,Elevation of Privilege Vulnerability,c,"[{'commitId': '0be8a2541594feec746195d6dbbc0db6c602175e', 'patchUrl': 'https://android.googlesource.com/platform/frameworks/av/+/0be8a2541594feec746195d6dbbc0db6c602175e'}]",High,Media Framework
CVE-2019-2218,2019-12-06,Elevation of Privilege Vulnerability,java,"[{'commitId': 'dedeee88f4c5f2f8c646a73f0dd09e277bdb1dcd', 'patchUrl': 'https://android.googlesource.com/platform/frameworks/base/+/dedeee88f4c5f2f8c646a73f0dd09e277bdb1dcd'}]",High,Framework
CVE-2020-0258,2020-08-11,Information Disclosure Vulnerability,java,"[{'commitId': 'd1126e7160b87313de91be5dbf7d0d9b08900f70', 'patchUrl': 'https://android.googlesource.com/platform/frameworks/base/+/d1126e7160b87313de91be5dbf7d0d9b08900f70'}]",High,Framework
CVE-2019-1988,2019-02-28,Remote Code Execution Vulnerability,c,"[{'commitId': '0056606ac49688dcf3c08a51ca98fd94d9bf1897', 'patchUrl': 'https://android.googlesource.com/platform/external/skia/+/0056606ac49688dcf3c08a51ca98fd94d9bf1897'}]",Critical,Framework
CVE-2021-0585,2021-07-14,Elevation of Privilege Vulnerability,c,"[{'commitId': '7f0e32bd77277a46759eb9f01a493b45c7e9a3c9', 'patchUrl': 'https://android.googlesource.com/platform/system/libfmq/+/7f0e32bd77277a46759eb9f01a493b45c7e9a3c9'}]",High,System
CVE-2020-0034,2020-03-10,Information Disclosure Vulnerability,c,"[{'commitId': '30d0c20d0d04151530de62df3937de27c4f204fd', 'patchUrl': 'https://android.googlesource.com/platform/external/libvpx/+/30d0c20d0d04151530de62df3937de27c4f204fd'}]",High,Media Framework
CVE-2020-0464,,Information Disclosure Vulnerability,c,"[{'commitId': 'e1ec3b167754930d4d87b48414f9d707554a02f0', 'patchUrl': 'https://android.googlesource.com/platform/system/netd/+/e1ec3b167754930d4d87b48414f9d707554a02f0'}, {'commitId': 'f1cf6a632da354cff3d8aed54913e1ee2909908e', 'patchUrl': 'https://android.googlesource.com/platform/frameworks/native/+/f1cf6a632da354cff3d8aed54913e1ee2909908e'}]",High,Framework
CVE-2015-3858,2015-10-01,Elevation of Privilege Vulnerability,java,"[{'commitId': 'df31d37d285dde9911b699837c351aed2320b586', 'patchUrl': 'https://android.googlesource.com/platform/frameworks/opt/telephony/+/df31d37d285dde9911b699837c351aed2320b586'}]",High,SMS enables notification bypass
CVE-2015-1536,2015-10-01,Elevation of Privilege Vulnerability,c,"[{'commitId': 'd44e5bde18a41beda39d49189bef7f2ba7c8f3cb', 'patchUrl': 'https://android.googlesource.com/platform/frameworks/base/+/d44e5bde18a41beda39d49189bef7f2ba7c8f3cb'}]",Moderate,Bitmap unmarshalling
CVE-2019-2131,2019-08-20,Elevation of Privilege Vulnerability,java,"[{'commitId': '6183b9b1acfa45e2dc6fcf60c9f06dca08bae408', 'patchUrl': 'https://android.googlesource.com/platform/packages/apps/Settings/+/6183b9b1acfa45e2dc6fcf60c9f06dca08bae408'}]",High,System
CVE-2016-2461,2016-05-09,Elevation of Privilege Vulnerability,java,"[{'commitId': '50d0447566db4a77d78d592f1c1b5d31096fac8f', 'patchUrl': 'https://android.googlesource.com/platform/external/conscrypt/+/50d0447566db4a77d78d592f1c1b5d31096fac8f'}, {'commitId': '1638945d4ed9403790962ec7abed1b7a232a9ff8', 'patchUrl': 'https://android.googlesource.com/platform/external/conscrypt/+/1638945d4ed9403790962ec7abed1b7a232a9ff8'}]",Moderate,Conscrypt
CVE-2017-0694,2017-07-06,Denial of Service Vulnerability,c,"[{'commitId': '47750a5f1b19695ac64d6f7aa6e7e0918d3c8977', 'patchUrl': 'https://android.googlesource.com/platform/external/sonivox/+/47750a5f1b19695ac64d6f7aa6e7e0918d3c8977'}]",High,Media Framework
CVE-2017-0381,2016-09-18,Information Disclosure Vulnerability,c,"[{'commitId': '0d052d64480a30e83fcdda80f4774624e044beb7', 'patchUrl': 'https://android.googlesource.com/platform/external/libopus/+/0d052d64480a30e83fcdda80f4774624e044beb7'}]",Moderate,Mediaserver
CVE-2016-3765,2016-04-08,Information Disclosure Vulnerability,c,"[{'commitId': 'd1c775d1d8d2ed117d1e026719b7f9f089716597', 'patchUrl': 'https://android.googlesource.com/platform/external/libmpeg2/+/d1c775d1d8d2ed117d1e026719b7f9f089716597'}]",Moderate,Mediaserver
CVE-2021-0478,2021-06-21,Elevation of Privilege Vulnerability,java,"[{'commitId': 'bca2b3aeabd164c1cf4bdc113366665976b0c831', 'patchUrl': 'https://android.googlesource.com/platform/frameworks/base/+/bca2b3aeabd164c1cf4bdc113366665976b0c831'}]",High,System
CVE-2016-8650,2016-10-12,Denial of Service Vulnerability,c,"[{'commitId': ['f5527fffff3f002b0a6b376163613b82f69de073'], 'patchUrl': 'http://git.kernel.org/cgit/linux/kernel/git/torvalds/linux.git/commit/?id=f5527fffff3f002b0a6b376163613b82f69de073'}]",High,kernel cryptographic subsystem
CVE-2017-0552,2017-04-07,Denial of Service Vulnerability,c,"[{'commitId': '9a00f562a612d56e7b2b989d168647db900ba6cf', 'patchUrl': 'https://android.googlesource.com/platform/external/libavc/+/9a00f562a612d56e7b2b989d168647db900ba6cf'}]",High,Mediaserver
CVE-2019-2023,2019-06-19,Elevation of Privilege Vulnerability,c,"[{'commitId': '9393ade3a1dadbbff1293d8dca420a6d155695ec', 'patchUrl': 'https://android.googlesource.com/platform/system/tools/hidl/+/9393ade3a1dadbbff1293d8dca420a6d155695ec'}, {'commitId': '2aefd64c7371cb52ea654ada5d511cc7c36f42f6', 'patchUrl': 'https://android.googlesource.com/platform/system/hwservicemanager/+/2aefd64c7371cb52ea654ada5d511cc7c36f42f6'}, {'commitId': '399533d650eff8c1fe9502c1f414f192838234c1', 'patchUrl': 'https://android.googlesource.com/platform/system/libhidl/+/399533d650eff8c1fe9502c1f414f192838234c1'}, {'commitId': '7375a87cd10b2eda4716d503f9100fb8dea6ad99', 'patchUrl': 'https://android.googlesource.com/platform/system/libhwbinder/+/7375a87cd10b2eda4716d503f9100fb8dea6ad99'}, {'commitId': '1419097518c2f553126fbed59bd5a2304ed9ab98', 'patchUrl': 'https://android.googlesource.com/platform/prebuilts/abi-dumps/vndk/+/1419097518c2f553126fbed59bd5a2304ed9ab98'}, {'commitId': 'f9f58993e39998a997f88239cdbf91cdb3a0ad7b', 'patchUrl': 'https://android.googlesource.com/platform/prebuilts/abi-dumps/ndk/+/f9f58993e39998a997f88239cdbf91cdb3a0ad7b'}]",High,System
CVE-2017-0417,2016-11-07,Elevation of Privilege Vulnerability,c,"[{'commitId': 'b0bcddb44d992e74140a3f5eedc7177977ea8e34', 'patchUrl': 'https://android.googlesource.com/platform/frameworks/av/+/b0bcddb44d992e74140a3f5eedc7177977ea8e34'}]",High,Audioserver
CVE-2018-9448,2018-11-06,Information Disclosure Vulnerability,c,"[{'commitId': '13294c70a66347c9e5d05b9f92f8ceb6fe38d7f6', 'patchUrl': 'https://android.googlesource.com/platform/system/bt/+/13294c70a66347c9e5d05b9f92f8ceb6fe38d7f6'}, {'commitId': 'f1f1c3e00f8d1baad0215b057e6d894517eeaddb', 'patchUrl': 'https://android.googlesource.com/platform/system/bt/+/f1f1c3e00f8d1baad0215b057e6d894517eeaddb'}]",High,System
CVE-2016-2477,2016-02-17,Elevation of Privilege Vulnerability,c,"[{'commitId': 'f22c2a0f0f9e030c240468d9d18b9297f001bcf0', 'patchUrl': 'https://android.googlesource.com/platform/hardware/qcom/media/+/f22c2a0f0f9e030c240468d9d18b9297f001bcf0'}]",High,Mediaserver
CVE-2017-0728,2017-08-09,Denial of Service Vulnerability,c,"[{'commitId': '314a0d038e6ae24bef80fff0b542965aed78ae96', 'patchUrl': 'https://android.googlesource.com/platform/external/libhevc/+/314a0d038e6ae24bef80fff0b542965aed78ae96'}]",High,Media Framework
CVE-2021-0481,2021-06-11,Elevation of Privilege Vulnerability,java,"[{'commitId': 'd4f04398c71f67bc13f85e098e1dc71d840c1a4a', 'patchUrl': 'https://android.googlesource.com/platform/packages/apps/Settings/+/d4f04398c71f67bc13f85e098e1dc71d840c1a4a'}]",High,System
CVE-2017-0397,2016-10-21,Information Disclosure Vulnerability,c,"[{'commitId': '7a3246b870ddd11861eda2ab458b11d723c7f62c', 'patchUrl': 'https://android.googlesource.com/platform/frameworks/av/+/7a3246b870ddd11861eda2ab458b11d723c7f62c'}]",Moderate,Mediaserver
CVE-2021-0317,2021-01-11,Elevation of Privilege Vulnerability,java,"[{'commitId': 'c4ce178c261e6a2dc1aa4c1e1d570f0efd980e47', 'patchUrl': 'https://android.googlesource.com/platform/frameworks/base/+/c4ce178c261e6a2dc1aa4c1e1d570f0efd980e47'}]",High,Framework
CVE-2019-2035,2019-04-19,Elevation of Privilege Vulnerability,c,"[{'commitId': 'cb4844800cb05df1279e2c2934d852aa28e71aec', 'patchUrl': 'https://android.googlesource.com/platform/system/nfc/+/cb4844800cb05df1279e2c2934d852aa28e71aec'}]",High,System
CVE-2017-0544,2016-10-06,Elevation of Privilege Vulnerability,c,"[{'commitId': '4b49489c12e6862e9a320ebcb53872e809ed20ec', 'patchUrl': 'https://android.googlesource.com/platform/frameworks/av/+/4b49489c12e6862e9a320ebcb53872e809ed20ec'}]",High,CameraBase
CVE-2016-3909,2016-07-08,Elevation of Privilege Vulnerability,c,"[{'commitId': 'd4271b792bdad85a80e2b83ab34c4b30b74f53ec', 'patchUrl': 'https://android.googlesource.com/platform/frameworks/av/+/d4271b792bdad85a80e2b83ab34c4b30b74f53ec'}, {'commitId': 'c48ef757cc50906e8726a3bebc3b60716292cdba', 'patchUrl': 'https://android.googlesource.com/platform/frameworks/av/+/c48ef757cc50906e8726a3bebc3b60716292cdba'}]",High,Mediaserver
CVE-2017-0401,2016-10-26,Information Disclosure Vulnerability,c,"[{'commitId': '321ea5257e37c8edb26e66fe4ee78cca4cd915fe', 'patchUrl': 'https://android.googlesource.com/platform/frameworks/av/+/321ea5257e37c8edb26e66fe4ee78cca4cd915fe'}, {'commitId': 'ed79f2cc961d7d35fdbbafdd235c1436bcd74358', 'patchUrl': 'https://android.googlesource.com/platform/hardware/qcom/audio/+/ed79f2cc961d7d35fdbbafdd235c1436bcd74358'}]",Moderate,Qualcomm audio post processor
CVE-2016-5131,2016-07-23,Remote Code Execution Vulnerability,c,"[{'commitId': '0eff71008becb7f2c2b4509708da4b79985948bb', 'patchUrl': 'https://android.googlesource.com/platform/external/libxml2/+/0eff71008becb7f2c2b4509708da4b79985948bb'}]",High,libxml2
CVE-2014-9675,2015-02-08,Remote Code Execution Vulnerability,c,"[{'commitId': 'f720f0dbcf012d6c984dbbefa0875ef9840458c6', 'patchUrl': 'https://android.googlesource.com/platform/external/freetype/+/f720f0dbcf012d6c984dbbefa0875ef9840458c6'}, {'commitId': '96f965ff7411f1edba72140fd70740e63cabec71', 'patchUrl': 'https://android.googlesource.com/platform/external/pdfium/+/96f965ff7411f1edba72140fd70740e63cabec71'}]",High,Freetype
CVE-2017-13088,2017-10-17,Elevation of Privilege Vulnerability,c,"[{'commitId': '58c0e963554ac0be5628f3d2e5058e5c686c128a', 'patchUrl': 'https://android.googlesource.com/platform/external/wpa_supplicant_8/+/58c0e963554ac0be5628f3d2e5058e5c686c128a'}]",High,System
CVE-2021-0602,2021-07-14,Elevation of Privilege Vulnerability,java,"[{'commitId': '6eb27a6d0a85598d1d92c94026ae08a1546a2e1a', 'patchUrl': 'https://android.googlesource.com/platform/packages/apps/Settings/+/6eb27a6d0a85598d1d92c94026ae08a1546a2e1a'}]",High,System
CVE-2019-11599,2019-04-29,Elevation of Privilege Vulnerability,c,"[{'commitId': '04f5866e41fb70690e28397487d8bd8eea7d712a', 'patchUrl': 'https://android.googlesource.com/kernel/common/+/04f5866e41fb70690e28397487d8bd8eea7d712a'}, {'commitId': '3378ce511d7a792ddf0d69d11ce5e284309893fd', 'patchUrl': 'https://android.googlesource.com/kernel/common/+/3378ce511d7a792ddf0d69d11ce5e284309893fd'}]",High,Google Play system updates Memory Map Subsystem
CVE-2016-2420,2016-01-05,Elevation of Privilege Vulnerability,c,"[{'commitId': '669ecc2f5e80ff924fa20ce7445354a7c5bcfd98', 'patchUrl': 'https://android.googlesource.com/platform/system/core/+/669ecc2f5e80ff924fa20ce7445354a7c5bcfd98'}, {'commitId': '81df1cc77722000f8d0025c1ab00ced123aa573c', 'patchUrl': 'https://android.googlesource.com/platform/system/core/+/81df1cc77722000f8d0025c1ab00ced123aa573c'}]",Moderate,Debuggerd
CVE-2021-0593,2021-08-17,Elevation of Privilege Vulnerability,java,"[{'commitId': 'f1d1bb78162209335b086ee10d8b7449879bcc64', 'patchUrl': 'https://android.googlesource.com/platform/packages/apps/Settings/+/f1d1bb78162209335b086ee10d8b7449879bcc64'}, {'commitId': 'cdf9a1509b0ef1450b2b9b8c349abdbc7902be95', 'patchUrl': 'https://android.googlesource.com/platform/packages/apps/Settings/+/cdf9a1509b0ef1450b2b9b8c349abdbc7902be95'}]",High,System
CVE-2017-6214,2017-02-23,Denial of Service Vulnerability,c,"[{'commitId': ['ccf7abb93af09ad0868ae9033d1ca8108bdaec82'], 'patchUrl': 'http://git.kernel.org/cgit/linux/kernel/git/torvalds/linux.git/commit/?id=ccf7abb93af09ad0868ae9033d1ca8108bdaec82'}]",High,kernel networking subsystem
CVE-2021-0439,2021-04-13,Elevation of Privilege Vulnerability,c,"[{'commitId': '260e747d200c7b984b16bcfeca992cb3b478276f', 'patchUrl': 'https://android.googlesource.com/platform/frameworks/base/+/260e747d200c7b984b16bcfeca992cb3b478276f'}]",High,Framework
CVE-2015-1465,2015-02-03,Denial of Service Vulnerability,c,"[{'commitId': ['df4d92549f23e1c037e83323aff58a21b3de7fe0'], 'patchUrl': 'http://git.kernel.org/cgit/linux/kernel/git/torvalds/linux.git/commit/?id=df4d92549f23e1c037e83323aff58a21b3de7fe0'}]",High,kernel networking subsystem
CVE-2017-0840,2017-11-16,Information Disclosure Vulnerability,c,"[{'commitId': 'f630233ee42214b36e6862dc99114f2c2bdda018', 'patchUrl': 'https://android.googlesource.com/platform/frameworks/av/+/f630233ee42214b36e6862dc99114f2c2bdda018'}]",High,Media Framework
CVE-2020-0022,2020-02-13,Denial of Service Vulnerability,c,"[{'commitId': '3cb7149d8fed2d7d77ceaa95bf845224c4db3baf', 'patchUrl': 'https://android.googlesource.com/platform/system/bt/+/3cb7149d8fed2d7d77ceaa95bf845224c4db3baf'}]",Moderate,System
CVE-2021-0340,2021-02-10,Elevation of Privilege Vulnerability,java,"[{'commitId': 'f44d9bc12acec4e7ad42b441817a99bd2223d062', 'patchUrl': 'https://android.googlesource.com/platform/packages/providers/MediaProvider/+/f44d9bc12acec4e7ad42b441817a99bd2223d062'}]",High,Framework
